account_no,customer_name,branch_id,branch_name,brand,model_code,vehicle_category,gross_principal_amount,down_payment,principal_loan_amount,term_years,term_months,factor_rate,total_payable,monthly_amortization,current_term,remaining_terms,term_progress_ratio,monthly_income,dti_ratio,employment_type,residential_ownership,length_of_stay_years,marital_status,dependents_count,payment_method_preference,behavioral_archetype,ci_negative_flags,has_phone_bounce,rebate_streak,late_penalty_streak,overdue_count,partial_payment_ratio,on_time_reliability,current_status,total_paid_gross,total_penalties_paid,total_paid_net,principal_paid,remaining_principal,total_arrears,early_settlement_amount,early_savings,buyout_propensity,will_default_90d,early_settlement_target
ACC-2033621,"Reyes, Ana",3,TUBOD,HONDA,CLICK 160,Maxi-Scooter,133500.0,17800.0,115700.0,1,12,1.26,145782.0,12148.5,6,6,0.5,35000.0,0.347,BPO / Tech / Remote Specialist,Rented House / Apartment,5.6,Single,1,Cash at Counter,PRIME_CONSISTENT,0,0,2,1,0,0.97,0.901,active,70704.27,200.0,70504.27,55955.77,59744.23,0.0,75277.73,0.0,LOW,0,0
ACC-2033622,"Garcia, Mark",3,TUBOD,HONDA,ADV160,Adventure Scooter,163900.0,31000.0,132900.0,3,36,1.72,228588.0,6349.67,16,20,0.444,42000.0,0.151,Micro-Business / Sari-Sari / Eatery Owner,Living with Parents / Family Compound,18.2,Single,0,Bank Transfer,PRIME_CONSISTENT,0,0,12,0,0,1.0,0.961,active,101594.72,0.0,101594.72,59066.7,73833.3,0.0,109273.28,17720.0,LOW,0,0
ACC-2033623,"Valdez, Aileen",1,LALA,HONDA,PCX160,Maxi-Scooter,136500.0,15200.0,121300.0,2,24,1.48,179524.0,7480.17,18,6,0.75,47500.0,0.157,Government / Public Teacher / Uniformed,Rented House / Apartment,4.3,Single,3,Bank Transfer,ADVANCE_PREPAYER,0,0,20,0,0,1.1111111111111112,1.0,active,149603.4,0.0,149603.4,101083.38,20216.62,0.0,29920.6,0.0,LOW,0,0
ACC-2033624,"Mercado, Rolando",3,TUBOD,HONDA,TMX125 ALPHA,Backbone/Utility,56400.0,10800.0,45600.0,2,24,1.48,67488.0,2812.0,1,23,0.042,39400.0,0.071,Healthcare / Nurse / Medical Staff,Living with Parents / Family Compound,2.6,Head of Household,2,GCash / Maya,PRIME_CONSISTENT,0,0,1,0,0,1.0,0.979,active,2812.0,0.0,2812.0,1900.0,43700.0,0.0,55062.0,9614.0,LOW,0,0
ACC-2033625,"Bautista, Jomar",1,LALA,SUZUKI,BURGMAN STREET 125,Maxi-Scooter,80400.0,19600.0,60800.0,2,24,1.48,89984.0,3749.33,2,22,0.083,18700.0,0.2,Skilled Tradesman / Welder / Carpenter,Rented House / Apartment,9.0,Married,1,GCash / Maya,SEVERE_DEFAULT_HAZARD,2,1,0,7,3,0.13,0.281,defaulted,974.83,1400.0,0.0,0.0,60800.0,11847.99,76608.0,13376.0,LOW,1,0
ACC-2033626,"Reyes, Joy",3,TUBOD,YAMAHA,AEROX 155,Sport Scooter,128400.0,35800.0,92600.0,3,36,1.72,159272.0,4424.22,2,34,0.056,27300.0,0.162,Micro-Business / Sari-Sari / Eatery Owner,Owned (Clean Land Title),3.6,Single,1,GCash / Maya,PRIME_CONSISTENT,0,0,2,0,0,1.0,0.941,active,8848.44,0.0,8848.44,5144.44,87455.56,0.0,110194.01,40229.55,LOW,0,0
ACC-2033627,"Garcia, Gemma",2,KAPATAGAN,YAMAHA,MIO GEAR 125,Scooter,76400.0,10200.0,66200.0,2,24,1.48,97976.0,4082.33,9,15,0.375,29800.0,0.137,Tricycle / Habal-Habal / Courier Driver,Living with Parents / Family Compound,14.8,Married,2,Cash at Counter,PRIME_CONSISTENT,0,0,1,1,0,0.99,0.926,active,36373.56,200.0,36173.56,24441.59,41758.41,0.0,52615.6,9186.85,LOW,0,0
ACC-2033628,"Bautista, Dante",1,LALA,HONDA,TMX125 ALPHA,Backbone/Utility,56400.0,6000.0,50400.0,1,12,1.26,63504.0,5292.0,11,1,0.917,28800.0,0.184,Tricycle / Habal-Habal / Courier Driver,Informal Settler / Mortgaged / Tenant,3.8,Single,2,Field Agent Collector,CHRONIC_OVERDUE,0,0,0,2,2,0.64,0.453,delinquent,37255.68,400.0,36855.68,29250.54,21149.46,10984.0,26648.32,0.0,LOW,1,0
ACC-2033629,"Perez, Lito",3,TUBOD,KAWASAK,P24KK,Backbone/Tricycle,59000.0,14500.0,44500.0,1,12,1.26,56070.0,4672.5,6,6,0.5,31100.0,0.15,Micro-Business / Sari-Sari / Eatery Owner,Owned (Clean Land Title),4.2,Married,1,Cash at Counter,PRIME_CONSISTENT,1,0,4,1,0,0.99,0.92,active,27754.65,200.0,27554.65,21868.77,22631.23,0.0,28515.35,0.0,LOW,1,0
ACC-2033630,"Bautista, Ana",2,KAPATAGAN,YAMAHA,NMAX 155,Maxi-Scooter,151900.0,38500.0,113400.0,2,24,1.48,167832.0,6993.0,4,20,0.167,24800.0,0.282,Private Corporate / Bank / Office Staff,Owned (Clean Land Title),6.8,Married,2,Cash at Counter,PRIME_CONSISTENT,0,0,4,0,0,1.0,0.997,active,27972.0,0.0,27972.0,18900.0,94500.0,0.0,119070.0,20790.0,LOW,0,0
ACC-2033631,"De Leon, Maricel",3,TUBOD,SUZUKI,RAIDER 150 FI,Underbone,122900.0,14100.0,108800.0,1,12,1.26,137088.0,11424.0,12,0,1.0,33600.0,0.34,Tricycle / Habal-Habal / Courier Driver,Rented House / Apartment,7.4,Married,2,GCash / Maya,CHRONIC_OVERDUE,1,0,0,3,2,0.77,0.496,delinquent,105557.76,600.0,104957.76,83299.81,25500.19,23248.0,37740.28,0.0,LOW,1,0
ACC-2033632,"Valdez, Noel",1,LALA,YAMAHA,AEROX 155,Sport Scooter,122400.0,16700.0,105700.0,3,36,1.72,181804.0,5050.11,26,10,0.722,63000.0,0.08,Government / Public Teacher / Uniformed,Informal Settler / Mortgaged / Tenant,10.6,Married,1,GCash / Maya,PRIME_CONSISTENT,2,0,1,1,0,0.95,0.94,active,124737.72,200.0,124537.72,72405.65,33294.35,0.0,57266.28,0.0,LOW,0,0
ACC-2033633,"Fernandez, Grace",2,KAPATAGAN,HONDA,CLICK 160,Maxi-Scooter,135000.0,36800.0,98200.0,2,24,1.48,145336.0,6055.67,23,1,0.958,16800.0,0.36,Retail Store / Security / Service Crew,Owned (Clean Land Title),3.6,Single,1,GCash / Maya,PRIME_CONSISTENT,0,0,5,0,0,0.98,0.899,active,136494.8,0.0,136494.8,92226.22,5973.78,0.0,8841.19,0.0,LOW,0,0
ACC-2033634,"De Leon, Gemma",1,LALA,HONDA,CT100B,Backbone/Tricycle,63500.0,12500.0,51000.0,1,12,1.26,64260.0,5355.0,3,9,0.25,36000.0,0.149,Skilled Tradesman / Welder / Carpenter,Owned (Clean Land Title),9.3,Married,0,Cash at Counter,PRIME_CONSISTENT,1,0,3,1,0,0.99,0.887,active,15904.35,200.0,15704.35,12463.77,38536.23,0.0,48555.65,0.0,LOW,0,0
ACC-2033635,"Perez, Fatima",1,LALA,SUZUKI,SMASH 115,Underbone,60900.0,16900.0,44000.0,2,24,1.48,65120.0,2713.33,2,22,0.083,67200.0,0.04,OFW Remittance / Seafarer Family,Rented House / Apartment,10.3,Head of Household,1,Cash at Counter,PRIME_CONSISTENT,0,0,2,0,0,1.0,0.98,active,5426.66,0.0,5426.66,3666.66,40333.34,0.0,50820.01,8873.33,LOW,0,0
ACC-2033636,"De Leon, Mark",1,LALA,KAWASAK,CLICK 125I,Scooter,85000.0,21600.0,63400.0,2,24,1.48,93832.0,3909.67,6,18,0.25,34400.0,0.114,Private Corporate / Bank / Office Staff,Living with Parents / Family Compound,3.2,Married,2,Bank Transfer,PRIME_CONSISTENT,0,0,6,0,0,1.0,0.97,active,23458.02,0.0,23458.02,15850.01,47549.99,0.0,59912.99,10461.0,LOW,0,0
ACC-2033637,"Retiza, Eduardo",1,LALA,HONDA,TMX125 ALPHA,Backbone/Utility,56400.0,12100.0,44300.0,1,12,1.26,55818.0,4651.5,9,3,0.75,73900.0,0.063,OFW Remittance / Seafarer Family,Living with Parents / Family Compound,1.9,Head of Household,3,Cash at Counter,PRIME_CONSISTENT,0,0,9,0,0,1.0,0.987,active,41863.5,0.0,41863.5,33225.0,11075.0,0.0,13954.5,0.0,LOW,0,0
ACC-2033638,"Perez, Jose",2,KAPATAGAN,SUZUKI,SMASH 115,Underbone,59400.0,13400.0,46000.0,2,24,1.48,68080.0,2836.67,12,12,0.5,20300.0,0.14,Tricycle / Habal-Habal / Courier Driver,Owned (Clean Land Title),6.4,Single,2,Cash at Counter,PRIME_CONSISTENT,0,0,3,1,0,0.96,0.882,active,32678.44,200.0,32478.44,21944.89,24055.11,0.0,35601.56,0.0,LOW,0,0
ACC-2033639,"Tolentino, Kenneth",1,LALA,HONDA,PCX160,Maxi-Scooter,135000.0,23100.0,111900.0,2,24,1.48,165612.0,6900.5,21,3,0.875,95900.0,0.072,OFW Remittance / Seafarer Family,Informal Settler / Mortgaged / Tenant,17.0,Single,5,Cash at Counter,PRIME_CONSISTENT,0,0,3,0,0,1.0,0.936,active,144910.5,0.0,144910.5,97912.5,13987.5,0.0,20701.5,0.0,LOW,0,0
ACC-2033640,"Retiza, Alexander",3,TUBOD,KAWASAKI,ROUSER NS125,Sport Backbone,79000.0,10300.0,68700.0,1,12,1.26,86562.0,7213.5,11,1,0.917,43600.0,0.165,Private Corporate / Bank / Office Staff,Owned (Clean Land Title),9.7,Single,1,Cash at Counter,PRIME_CONSISTENT,2,0,5,1,0,0.98,0.888,active,77761.53,200.0,77561.53,61556.77,7143.23,0.0,9000.47,0.0,LOW,0,0
ACC-2033641,"Bautista, Ramil",2,KAPATAGAN,KAWASAKI,ROUSER NS125,Sport Backbone,83500.0,18200.0,65300.0,2,24,1.48,96644.0,4026.83,6,18,0.25,33200.0,0.121,Tricycle / Habal-Habal / Courier Driver,Owned (Clean Land Title),4.6,Married,1,GCash / Maya,PRIME_CONSISTENT,0,0,6,0,0,1.0,0.946,active,24160.98,0.0,24160.98,16324.99,48975.01,0.0,61708.51,10774.5,LOW,0,0
ACC-2033642,"Alcantara, Eduardo",2,KAPATAGAN,HONDA,BEAT PREMIUM,Scooter,69400.0,14600.0,54800.0,3,36,1.72,94256.0,2618.22,7,29,0.194,44300.0,0.059,Micro-Business / Sari-Sari / Eatery Owner,Rented House / Apartment,8.2,Married,4,Cash at Counter,PRIME_CONSISTENT,0,0,1,0,0,0.99,0.869,active,18144.26,0.0,18144.26,10548.99,44251.01,0.0,55756.27,20355.47,LOW,0,0
ACC-2033643,"Mendoza, Rowena",2,KAPATAGAN,KAWASAK,P24KK,Backbone/Tricycle,59000.0,8200.0,50800.0,2,24,1.48,75184.0,3132.67,7,17,0.292,105200.0,0.03,OFW Remittance / Seafarer Family,Owned (Clean Land Title),2.6,Married,5,Bank Transfer,PRIME_CONSISTENT,0,0,7,0,0,1.0,0.944,active,21928.69,0.0,21928.69,14816.68,35983.32,0.0,45338.98,7916.33,LOW,0,0
ACC-2033644,"De Leon, Aileen",2,KAPATAGAN,HONDA,PCX160,Maxi-Scooter,132000.0,18200.0,113800.0,3,36,1.72,195736.0,5437.11,36,0,1.0,100800.0,0.054,OFW Remittance / Seafarer Family,Informal Settler / Mortgaged / Tenant,5.6,Married,1,Cash at Counter,CHRONIC_OVERDUE,3,0,0,4,2,0.9,0.452,delinquent,176162.36,800.0,175362.36,101954.86,11845.14,11274.22,20373.64,0.0,LOW,0,0
ACC-2033645,"De Leon, Cristina",3,TUBOD,YAMAHA,AEROX 155,Sport Scooter,122400.0,20100.0,102300.0,2,24,1.48,151404.0,6308.5,10,14,0.417,22000.0,0.287,Tricycle / Habal-Habal / Courier Driver,Living with Parents / Family Compound,4.4,Head of Household,3,Bank Transfer,CHRONIC_OVERDUE,1,0,0,3,1,0.87,0.557,delinquent,54883.95,600.0,54283.95,36678.34,65621.66,6508.5,82683.29,14436.77,LOW,1,0
ACC-2033646,"Dela Cruz, Juan",3,TUBOD,KAWASAKI,ROUSER NS125,Sport Backbone,79000.0,14300.0,64700.0,1,12,1.26,81522.0,6793.5,3,9,0.25,24100.0,0.282,Agriculture / Rice / Coconut Farmer,Living with Parents / Family Compound,2.2,Married,1,Cash at Counter,PRIME_CONSISTENT,0,0,4,1,0,0.99,0.87,active,20176.69,200.0,19976.69,15854.52,48845.48,0.0,61545.3,0.0,LOW,0,0
ACC-2033647,"Macapagal, Noel",1,LALA,KAWASAK,P24KK,Backbone/Tricycle,65000.0,11400.0,53600.0,2,24,1.48,79328.0,3305.33,11,13,0.458,40800.0,0.081,BPO / Tech / Remote Specialist,Rented House / Apartment,5.7,Married,2,Cash at Counter,PRIME_CONSISTENT,1,0,2,0,0,0.97,0.921,active,35267.87,0.0,35267.87,23829.64,29770.36,0.0,37510.65,6549.48,LOW,1,0
ACC-2033648,"Lim, Angelica",3,TUBOD,SUZUKI,SMASH 115,Underbone,60900.0,12600.0,48300.0,2,24,1.48,71484.0,2978.5,6,18,0.25,37800.0,0.079,Skilled Tradesman / Welder / Carpenter,Living with Parents / Family Compound,1.5,Single,2,Bank Transfer,PRIME_CONSISTENT,0,0,1,0,0,0.95,0.847,active,16977.45,0.0,16977.45,11471.25,36828.75,0.0,46404.22,8102.33,LOW,0,0
ACC-2033649,"Fernandez, Jomar",2,KAPATAGAN,HONDA,WAVE RSX,Underbone,67900.0,16100.0,51800.0,1,12,1.26,65268.0,5439.0,4,8,0.333,25900.0,0.21,Micro-Business / Sari-Sari / Eatery Owner,Living with Parents / Family Compound,4.9,Married,1,Bank Transfer,PRIME_CONSISTENT,0,0,4,0,0,1.0,0.984,active,21756.0,0.0,21756.0,17266.67,34533.33,0.0,43512.0,0.0,LOW,0,0
ACC-2033650,"Tolentino, Rodel",2,KAPATAGAN,YAMAHA,AEROX 155,Sport Scooter,122400.0,27100.0,95300.0,2,24,1.48,141044.0,5876.83,8,16,0.333,50900.0,0.115,Government / Public Teacher / Uniformed,Living with Parents / Family Compound,2.1,Married,3,GCash / Maya,PRIME_CONSISTENT,0,0,4,0,0,1.0,0.957,active,47014.64,0.0,47014.64,31766.65,63533.35,0.0,80052.02,13977.34,LOW,0,0
ACC-2033651,"Alcantara, Ana",2,KAPATAGAN,YAMAHA,SNIPER 155,Sport Underbone,126900.0,17600.0,109300.0,2,24,1.48,161764.0,6740.17,3,21,0.125,75600.0,0.089,OFW Remittance / Seafarer Family,Owned (Clean Land Title),11.5,Head of Household,1,GCash / Maya,ADVANCE_PREPAYER,0,0,7,0,0,2.333333333333333,1.0,active,47181.19,0.0,47181.19,31879.18,77420.82,0.0,97550.23,17032.58,LOW,0,0
ACC-2033652,"Espino, Arnel",1,LALA,SUZUKI,BURGMAN STREET 125,Maxi-Scooter,86400.0,23500.0,62900.0,3,36,1.72,108188.0,3005.22,32,4,0.889,25400.0,0.118,Tricycle / Habal-Habal / Courier Driver,Owned (Clean Land Title),6.2,Married,1,Bank Transfer,PRIME_CONSISTENT,0,0,8,0,0,1.0,0.987,active,96167.04,0.0,96167.04,55911.07,6988.93,0.0,12020.96,0.0,LOW,0,0
ACC-2033653,"Lim, Cesar",3,TUBOD,KAWASAK,P24KK,Backbone/Tricycle,60500.0,16600.0,43900.0,3,36,1.72,75508.0,2097.44,22,14,0.611,20100.0,0.104,Tricycle / Habal-Habal / Courier Driver,Owned (Clean Land Title),6.9,Single,2,Cash at Counter,PRIME_CONSISTENT,0,0,6,0,0,1.0,0.974,active,46143.68,0.0,46143.68,26827.72,17072.28,0.0,25266.97,4097.35,HIGH,0,1
ACC-2033654,"Alcantara, Maria",3,TUBOD,HONDA,BEAT PREMIUM,Scooter,72400.0,18800.0,53600.0,3,36,1.72,92192.0,2560.89,26,10,0.722,35800.0,0.072,Micro-Business / Sari-Sari / Eatery Owner,Living with Parents / Family Compound,6.7,Married,1,Cash at Counter,PRIME_CONSISTENT,0,0,11,0,0,1.0,0.968,active,66583.14,0.0,66583.14,38711.13,14888.87,0.0,25608.86,0.0,LOW,0,0
ACC-2033655,"Valdez, Bernadette",2,KAPATAGAN,YAMAHA,MIO FAZZIO,Retro Scooter,96900.0,25700.0,71200.0,1,12,1.26,89712.0,7476.0,7,5,0.583,41700.0,0.179,Government / Public Teacher / Uniformed,Living with Parents / Family Compound,17.1,Married,0,Cash at Counter,PRIME_CONSISTENT,0,0,7,0,0,1.0,0.978,active,52332.0,0.0,52332.0,41533.33,29666.67,0.0,37380.0,0.0,LOW,0,0
ACC-2033656,"Tolentino, Maricel",1,LALA,HONDA,CLICK 160,Maxi-Scooter,135000.0,18200.0,116800.0,3,36,1.72,200896.0,5580.44,34,2,0.944,68100.0,0.082,OFW Remittance / Seafarer Family,Living with Parents / Family Compound,12.7,Married,2,Cash at Counter,ADVANCE_PREPAYER,0,0,6,0,0,1.0588235294117647,1.0,active,200895.84,0.0,200895.84,116799.91,0.09,0.0,0.15,0.0,LOW,0,0
ACC-2033657,"De Leon, Christian",2,KAPATAGAN,KAWASAK,P24KK,Backbone/Tricycle,60500.0,6100.0,54400.0,3,36,1.72,93568.0,2599.11,24,12,0.667,42500.0,0.061,Government / Public Teacher / Uniformed,Living with Parents / Family Compound,2.1,Single,4,Bank Transfer,ADVANCE_PREPAYER,0,0,11,0,0,1.125,1.0,active,70175.97,0.0,70175.97,40799.98,13600.02,0.0,23392.03,0.0,HIGH,0,1
ACC-2033658,"Tan, Mark",1,LALA,HONDA,WAVE RSX,Underbone,61900.0,8100.0,53800.0,2,24,1.48,79624.0,3317.67,13,11,0.542,45900.0,0.072,BPO / Tech / Remote Specialist,Living with Parents / Family Compound,7.2,Married,3,Field Agent Collector,PRIME_CONSISTENT,0,0,5,0,0,1.0,0.986,active,43129.71,0.0,43129.71,29141.7,24658.3,0.0,36494.28,0.0,LOW,0,0
ACC-2033659,"Abad, Marilou",1,LALA,YAMAHA,MIO GEAR 125,Scooter,80900.0,22400.0,58500.0,2,24,1.48,86580.0,3607.5,8,16,0.333,20700.0,0.174,Tricycle / Habal-Habal / Courier Driver,Living with Parents / Family Compound,8.1,Single,1,Cash at Counter,PRIME_CONSISTENT,0,0,8,0,0,1.0,0.984,active,28860.0,0.0,28860.0,19500.0,39000.0,0.0,49140.0,8580.0,LOW,0,0
ACC-2033660,"Salazar, Maricel",3,TUBOD,KAWASAK,P24KK,Backbone/Tricycle,63500.0,6900.0,56600.0,1,12,1.26,71316.0,5943.0,1,11,0.083,69500.0,0.086,BPO / Tech / Remote Specialist,Living with Parents / Family Compound,6.2,Married,2,Cash at Counter,PRIME_CONSISTENT,0,0,1,0,0,1.0,0.971,active,5943.0,0.0,5943.0,4716.67,51883.33,0.0,65373.0,0.0,LOW,0,0
ACC-2033661,"Torres, Ramil",3,TUBOD,SUZUKI,BURGMAN STREET 125,Maxi-Scooter,86400.0,18700.0,67700.0,3,36,1.72,116444.0,3234.56,36,0,1.0,42300.0,0.076,Government / Public Teacher / Uniformed,Living with Parents / Family Compound,11.6,Married,2,Cash at Counter,ADVANCE_PREPAYER,0,0,22,0,0,1.0,1.0,active,116444.16,0.0,116444.16,67700.0,0.0,0.0,0.0,0.0,LOW,0,0
ACC-2033662,"Aquino, Jomar",2,KAPATAGAN,HONDA,PCX160,Maxi-Scooter,133500.0,34600.0,98900.0,2,24,1.48,146372.0,6098.83,22,2,0.917,38600.0,0.158,BPO / Tech / Remote Specialist,Living with Parents / Family Compound,5.1,Head of Household,3,Bank Transfer,PRIME_CONSISTENT,3,0,2,0,0,0.96,0.833,active,128807.29,0.0,128807.29,87031.95,11868.05,0.0,17564.71,0.0,LOW,0,0
ACC-2033663,"Villanueva, Marilou",1,LALA,HONDA,WAVE RSX,Underbone,63400.0,15400.0,48000.0,3,36,1.72,82560.0,2293.33,35,1,0.972,30300.0,0.076,Tricycle / Habal-Habal / Courier Driver,Owned (Clean Land Title),8.6,Single,2,GCash / Maya,PRIME_CONSISTENT,0,0,3,0,0,0.98,0.906,active,78661.22,0.0,78661.22,45733.27,2266.73,0.0,3898.78,0.0,LOW,0,0
ACC-2033664,"Valdez, Lito",3,TUBOD,YAMAHA,MIO FAZZIO,Retro Scooter,93900.0,20400.0,73500.0,3,36,1.72,126420.0,3511.67,29,7,0.806,38700.0,0.091,Private Corporate / Bank / Office Staff,Owned (Clean Land Title),9.7,Single,5,Cash at Counter,PRIME_CONSISTENT,1,0,1,0,0,0.95,0.899,active,96746.51,0.0,96746.51,56247.97,17252.03,0.0,29673.49,0.0,LOW,0,0
ACC-2033665,"Abad, Shirley",1,LALA,KAWASAK,P24KK,Backbone/Tricycle,62000.0,16400.0,45600.0,1,12,1.26,57456.0,4788.0,6,6,0.5,58800.0,0.081,Government / Public Teacher / Uniformed,Owned (Clean Land Title),7.6,Married,2,GCash / Maya,PRIME_CONSISTENT,0,0,6,0,0,1.0,0.967,active,28728.0,0.0,28728.0,22800.0,22800.0,0.0,28728.0,0.0,LOW,0,0
ACC-2033666,"Perez, Noel",2,KAPATAGAN,YAMAHA,AEROX 155,Sport Scooter,125400.0,31900.0,93500.0,2,24,1.48,138380.0,5765.83,3,21,0.125,78200.0,0.074,BPO / Tech / Remote Specialist,Living with Parents / Family Compound,25.3,Married,1,Bank Transfer,CHRONIC_OVERDUE,3,0,0,4,1,0.63,0.458,delinquent,10897.42,800.0,10097.42,6822.58,86677.42,5965.83,109213.55,19069.03,LOW,1,0
ACC-2033667,"Aquino, Juan",3,TUBOD,KAWASAK,P24KK,Backbone/Tricycle,63500.0,14100.0,49400.0,2,24,1.48,73112.0,3046.33,7,17,0.292,73500.0,0.041,OFW Remittance / Seafarer Family,Rented House / Apartment,9.8,Married,1,Cash at Counter,PRIME_CONSISTENT,0,0,7,0,0,1.0,0.974,active,21324.31,0.0,21324.31,14408.32,34991.68,0.0,44089.52,7698.17,LOW,0,0
ACC-2033668,"Navarro, Fatima",1,LALA,HONDA,WAVE RSX,Underbone,63400.0,11800.0,51600.0,2,24,1.48,76368.0,3182.0,5,19,0.208,25900.0,0.123,Tricycle / Habal-Habal / Courier Driver,Living with Parents / Family Compound,5.5,Single,3,GCash / Maya,PRIME_CONSISTENT,0,0,1,0,0,0.97,0.831,active,15432.7,0.0,15432.7,10427.5,41172.5,0.0,51877.35,9057.95,LOW,1,0
ACC-2033669,"Alcantara, Cesar",1,LALA,YAMAHA,MIO GEAR 125,Scooter,82400.0,12600.0,69800.0,1,12,1.26,87948.0,7329.0,7,5,0.583,50200.0,0.146,Private Corporate / Bank / Office Staff,Owned (Clean Land Title),7.4,Married,1,GCash / Maya,PRIME_CONSISTENT,0,0,6,0,0,1.0,0.954,active,51303.0,0.0,51303.0,40716.67,29083.33,0.0,36645.0,0.0,LOW,0,0
ACC-2033670,"Mendoza, Angelica",1,LALA,YAMAHA,MIO SPORTY,Scooter,72400.0,12000.0,60400.0,3,36,1.72,103888.0,2885.78,1,35,0.028,40900.0,0.071,Private Corporate / Bank / Office Staff,Living with Parents / Family Compound,6.0,Married,1,GCash / Maya,PRIME_CONSISTENT,0,0,1,0,0,1.0,0.999,active,2885.78,0.0,2885.78,1677.78,58722.22,0.0,73990.0,27012.22,LOW,0,0
ACC-2033671,"Macapagal, Bernadette",2,KAPATAGAN,SUZUKI,SMASH 115,Underbone,59400.0,9400.0,50000.0,2,24,1.48,74000.0,3083.33,22,2,0.917,105800.0,0.029,OFW Remittance / Seafarer Family,Owned (Clean Land Title),11.4,Single,2,Cash at Counter,PRIME_CONSISTENT,0,0,11,0,0,1.0,0.968,active,67833.26,0.0,67833.26,45833.28,4166.72,0.0,6166.75,0.0,HIGH,0,1
ACC-2033672,"Fernandez, Dante",2,KAPATAGAN,SUZUKI,SMASH 115,Underbone,63900.0,17000.0,46900.0,3,36,1.72,80668.0,2240.78,19,17,0.528,39100.0,0.057,Private Corporate / Bank / Office Staff,Owned (Clean Land Title),3.6,Married,2,GCash / Maya,PRIME_CONSISTENT,0,0,17,0,0,1.0,0.947,active,42574.82,0.0,42574.82,24752.8,22147.2,0.0,32777.86,5315.32,LOW,0,0
ACC-2033673,"Aquino, Jerome",2,KAPATAGAN,HONDA,PCX160,Maxi-Scooter,138000.0,18100.0,119900.0,2,24,1.48,177452.0,7393.83,11,13,0.458,45500.0,0.163,BPO / Tech / Remote Specialist,Rented House / Apartment,5.2,Single,2,GCash / Maya,PRIME_CONSISTENT,1,0,1,0,0,0.98,0.846,active,79705.49,0.0,79705.49,53855.06,66044.94,0.0,83216.62,14529.89,LOW,0,0
ACC-2033674,"Abad, Joy",1,LALA,HONDA,TMX125 ALPHA,Backbone/Utility,57900.0,7200.0,50700.0,2,24,1.48,75036.0,3126.5,16,8,0.667,50500.0,0.062,Government / Public Teacher / Uniformed,Rented House / Apartment,2.7,Married,1,Bank Transfer,PRIME_CONSISTENT,0,0,15,0,0,1.0,0.972,active,50024.0,0.0,50024.0,33800.0,16900.0,0.0,25012.0,0.0,LOW,0,0
ACC-2033675,"Espino, Gemma",3,TUBOD,HONDA,PCX160,Maxi-Scooter,133500.0,18800.0,114700.0,1,12,1.26,144522.0,12043.5,11,1,0.917,87300.0,0.138,OFW Remittance / Seafarer Family,Rented House / Apartment,7.3,Single,2,Cash at Counter,PRIME_CONSISTENT,0,0,11,0,0,1.0,0.966,active,132478.5,0.0,132478.5,105141.67,9558.33,0.0,12043.5,0.0,HIGH,0,1
ACC-2033676,"Garcia, Maria",2,KAPATAGAN,SUZUKI,RAIDER 150 FI,Underbone,119900.0,17900.0,102000.0,2,24,1.48,150960.0,6290.0,24,0,1.0,55900.0,0.113,Micro-Business / Sari-Sari / Eatery Owner,Living with Parents / Family Compound,5.7,Married,2,Cash at Counter,PRIME_CONSISTENT,0,0,12,0,0,1.0,0.95,active,150960.0,0.0,150960.0,102000.0,0.0,0.0,0.0,0.0,HIGH,0,1
ACC-2033677,"Valdez, Ramil",2,KAPATAGAN,HONDA,WAVE RSX,Underbone,61900.0,9700.0,52200.0,3,36,1.72,89784.0,2494.0,34,2,0.944,37400.0,0.067,Government / Public Teacher / Uniformed,Owned (Clean Land Title),7.9,Single,0,GCash / Maya,ADVANCE_PREPAYER,1,0,6,0,0,1.0588235294117647,1.0,active,89784.0,0.0,89784.0,52200.0,0.0,0.0,0.0,0.0,LOW,0,0
ACC-2033678,"Castillo, Jomar",2,KAPATAGAN,YAMAHA,MIO SPORTY,Scooter,70900.0,17100.0,53800.0,3,36,1.72,92536.0,2570.44,11,25,0.306,37400.0,0.069,Government / Public Teacher / Uniformed,Living with Parents / Family Compound,7.8,Married,2,GCash / Maya,ADVANCE_PREPAYER,0,0,13,0,0,1.3636363636363638,1.0,active,38556.6,0.0,38556.6,22416.63,31383.37,0.0,39543.05,14436.35,HIGH,0,1
ACC-2033679,"Abad, Angelica",1,LALA,YAMAHA,MIO GEAR 125,Scooter,82400.0,16200.0,66200.0,3,36,1.72,113864.0,3162.89,2,34,0.056,58100.0,0.054,Micro-Business / Sari-Sari / Eatery Owner,Owned (Clean Land Title),7.7,Married,0,Cash at Counter,PRIME_CONSISTENT,0,0,2,0,0,1.0,0.993,active,6325.78,0.0,6325.78,3677.78,62522.22,0.0,78778.0,28760.22,LOW,0,0
ACC-2033680,"Mendoza, Shirley",3,TUBOD,SUZUKI,SMASH 115,Underbone,62400.0,16700.0,45700.0,1,12,1.26,57582.0,4798.5,7,5,0.583,59100.0,0.081,Micro-Business / Sari-Sari / Eatery Owner,Owned (Clean Land Title),9.6,Married,2,GCash / Maya,PRIME_CONSISTENT,0,0,7,0,0,1.0,0.944,active,33589.5,0.0,33589.5,26658.33,19041.67,0.0,23992.5,0.0,LOW,0,0
